and	そして
method	メソッド
titles	役職
titles	称号
titles	タイトル
berlin	ベルリン
conditions	条件
arms	アームス
maybe	たぶん
maybe	多分
maybe	未定
iron	アイロン
extended	拡張
extended	延長
churches	教会
otherwise	さもなければ
positive	陽性
positive	ポジティブ
santa	サンタ
nom	nom
longew	longew
imperial	インペリアル
latns	latns
ball	ボール
correct	正解
correct	正しい
indiana	インディアナ
soldiers	兵士
examples	用例
examples	実例
genre	ジャンル
fish	魚類
fish	フィッシュ
senate	元老院
effects	エフェクト
effects	効果
gun	ガン
check	チェック
appearances	出演
plans	計画
plans	プラン
sign	サイン
sign	記号
sign	署名
reporting	レポート
reporting	報告
sweden	スウェーデン
heritage	遺産
tag	タグ
primarily	主に
doctor	医師
doctor	ドクター
doctor	先生
doctor	医者
inc	inc
rivers	河川
crime	犯罪
liberal	リベラル
stand	スタンド
bob	ボブ
bob	bob
existing	既存
publishing	出版
publishing	パブリッシング
industrial	工業
answer	回答
answer	答え
answer	答弁
split	分ける
split	分割
split	スプリット
apr	apr
sex	性別
sex	セックス
mixed	ミックス
mixed	混合
acting	演技
personnel	人材
personnel	職員
die	die
die	死ぬ
premier	プレミア
approach	進入
approach	アプローチ
approach	参道
wisconsin	ウィスコンシン
sentence	宣告
sentence	センテンス
sentence	文章
root	root
root	ルート
ago	ago
standards	基準
standards	規格
comics	漫画
comics	コミック
miss	ミス
horse	ウマ
contributions	貢献
lieutenant	警部補
lieutenant	中尉
wood	木材
wood	木製
wood	ウッド
plants	植物
initial	イニシャル
initial	頭文字
origin	原点
origin	語源
origin	由来
origin	起源
environment	環境
pretty	可愛い
rank	ランク
bus	バス
gas	気体
gas	ガス
direction	方向
guide	ガイド
resources	リソース
resources	資源
affairs	事務
animals	動物
activity	アクティビティ
levels	レベル
laws	法律
jim	ジム
cambridge	ケンブリッジ
composer	作曲家
remove	削除
remove	取り除く
agency	エージェンシー
agency	代理店
reserve	リザーブ
atlantic	アトランティック
atlantic	大西洋
supreme	supreme
weight	重量
weight	体重
ask	ask
ask	尋ねる
fighting	ファイティング
jackson	ジャクソン
rose	ローズ
rose	ロゼ
rose	バラ
rose	rose
rose	薔薇
treatment	トリートメント
treatment	待遇
treatment	治療
andrew	アンドリュー
trial	公判
trial	トライアル
trial	審判
trial	裁判
daniel	ダニエル
info	情報
fame	名声
everything	すべて
everything	全て
avenue	アベニュー
travel	旅行
scale	スケール
scale	縮尺
scale	目盛
break	休憩
break	ブレーク
break	区切り
oregon	オレゴン
housing	住居
housing	住宅
produce	プロデュース
capacity	定員
capacity	容量
smaller	小さい
exchange	交換
actions	アクション
settlement	決済
settlement	和解
settlement	集落
agreement	協定
agreement	合意
translation	翻訳
males	オス
kansas	カンザス
bring	持ち込み
bring	ブリング
charge	チャージ
charge	課金
charge	充電
dedicated	専用
estate	不動産
residents	住民
piece	ピース
growth	成長
growth	発育
trust	トラスト
trust	trust
trust	信頼
applied	応用
drums	ドラム
drums	太鼓
issued	発行
murder	殺人
normal	普通
normal	ノーマル
avoid	避ける
tony	トニー
norwegian	ノルウェー
criteria	基準
criteria	条件
context	コンテクスト
context	コンテキスト
context	context
suggested	おすすめ
revolution	revolution
revolution	革命
revolution	レボリューション
wars	戦争
wars	ウォーズ
aug	aug
leaves	葉っぱ
advanced	上級
distribution	分布
distribution	流通
distribution	配当
medicine	医学
garden	庭園
reach	リーチ
turkey	トルコ
turkey	七面鳥
publications	出版物
impact	インパクト
impact	衝撃
households	世帯
survey	調査
survey	アンケート
height	身長
morning	モーニング
honor	名誉
deep	ディープ
deep	深い
argument	論証
publication	出版物
publication	出版
publication	公表
arthur	アーサー
elizabeth	エリザベス
colorado	コロラド
maryland	メリーランド
zone	ゾーン
zone	zone
solo	ソロ
learning	学習
learning	ラーニング
learning	学問
pay	支払う
pay	支払い
choice	選択
choice	チョイス
vol	vol
flag	フラグ
flag	国旗
engineer	エンジニア
cars	カーズ
farm	農場
farm	ファーム
wilson	ウィルソン
principal	校長
principal	元本
acquired	後天性
secret	秘密
poet	詩人
poet	歌人
build	構築
orchestra	オーケストラ
versions	バージョン
follows	フォロー
fixed	固定
fixed	固定された
efforts	取り組み
efforts	努力
documentary	ドキュメンタリー
equipment	道具
equipment	装備
equipment	機器
equipment	機材
ray	レイ
yellow	イエロー
yellow	黄色
guard	ガード
pressure	気圧
pressure	圧力
grant	付与
grant	グラント
prison	刑務所
prison	監獄
freedom	freedom
freedom	自由
norway	ノルウェー
twice	二度
twice	二回
twice	twice
store	店舗
store	ストア
taylor	テイラー
quarter	クォーター
quarter	四半期
independence	独立
platform	プラットフォーム
platform	プラットホーム
rome	ローマ
teacher	教員
teacher	教師
teacher	先生
copy	コピー
effort	努力
nuclear	原子力
models	モデル
sep	sep
everyone	みんな
easily	楽々
description	説明
description	解説
agreed	同意
agreed	合意
institutions	機関
facilities	施設
facilities	設備
target	ターゲット
stack	スタック
rationale	論拠
stat	stat
bronze	青銅
bronze	ブロンズ
sort	sort
sort	ソート
hosted	主催
programming	プログラミング
sri	sri
railroad	鉄道
unique	ユニーク
unique	独特
ocean	大洋
cell	セル
missouri	ミズーリ
concert	コンサート
improve	向上
improve	改善
biography	伝記
loan	ローン
loan	融資
shortly	まもなく
contact	コンタクト
tennessee	テネシー
sub	サブ
safety	安全
safety	セーフティ
stephen	スティーヴン
policies	ポリシー
policies	施策
policies	方針
painting	絵画
price	プライス
price	対価
price	値段
price	価格
mexican	メキシコ
mexican	メキシカン
leadership	リーダーシップ
flying	飛ぶ
flying	フライング
message	メッセージ
message	伝言
serious	深刻
headquarters	本社
headquarters	本部
headquarters	司令部
cemetery	墓地
memory	メモリ
memory	メモリー
memory	記憶
fields	フィールド
fields	フィールズ
generation	世代
generation	ジェネレーション
join	参加
copies	コピー
copies	部数
finals	ファイナル
fox	キツネ
representative	代理人
destroyed	破壊された
feet	フィート
feet	両足
guy	ガイ
philippines	フィリピン
revealed	啓示
conservative	保守
share	共有
share	シェア
maria	マリア
maria	マリヤ
disease	病気
disease	疾病
sections	セクション
philosophy	哲学
floor	フロア
latd	latd
longd	longd
labour	分娩
labour	労働
logo	ロゴ
yard	ヤード
offer	オファー
offer	申し出
offer	クーポン
tax	租税
tax	税金
expected	期待
traffic	トラフィック
traffic	交通
concerns	懸念
graduated	卒業
guest	ゲスト
formation	フォーメーション
economy	経済
storm	ストーム
mile	マイル
bowl	ボウル
letters	手紙
classic	クラシック
classic	古典
classic	classic
damage	被害
damage	ダメージ
damage	損傷
damage	損害
harry	ハリー
offers	クーポン
davis	デービス
davis	デイヴィス
challenge	チャレンジ
challenge	挑戦
views	ビュー
density	密度
htm	htm
ben	ベン
transportation	輸送
transportation	交通
kentucky	ケンタッキー
sales	販売
sales	売り上げ
sales	セールス
sales	売上
fleet	艦隊
fleet	フリート
extra	エクストラ
arizona	アリゾナ
theme	テーマ
francis	フランシス
moscow	モスクワ
behavior	行動
behavior	挙動
blank	空欄
blank	ブランク
musician	音楽家
musician	ミュージシャン
starring	主演
seats	座席
tennis	テニス
percent	割合
percent	パーセント
logs	ログ
display	ディスプレイ
convention	コンベンション
convention	大会
ring	リング
ring	指輪
joint	関節
brian	ブライアン
planned	予定
planned	計画
universities	大学
yards	ヤード
agent	エージェント
agent	代理人
difference	差異
difference	違い
difference	差分
animal	アニマル
animal	動物
positions	ポジション
stay	滞在
stay	ステイ
combat	戦闘
palace	宮殿
card	カード
opposition	野党
attempts	未遂
understanding	理解
stub	スタブ
wrestling	レスリング
critics	評論家
growing	栽培
growing	成長
hands	両手
latm	latm
longm	longm
materials	材料
materials	素材
paid	有料
promotion	プロモーション
promotion	宣伝
apparently	どうやら
battalion	大隊
mobile	モバイル
shortsummary	shortsummary
figures	フィギュア
existence	存在
louisiana	ルイジアナ
lewis	ルイス
melbourne	メルボルン
austria	オーストリア
brigade	旅団
screen	画面
screen	スクリーン
risk	リスク
labor	分娩
labor	労働
definition	定義
draw	引き分け
draw	ドロー
application	出願
application	アプリケーション
steel	スチール
steel	鋼鉄
expansion	膨張
earl	アール
max	マックス
max	max
wild	ワイルド
wild	野生
planning	計画
planning	企画
planning	プランニング
comic	コミック
adopted	養子
adopted	採択
easy	イージー
easy	易しい
easy	やさしい
easy	簡単
plus	プラス
happy	ハッピー
happy	幸せ
classes	クラス
iowa	アイオワ
save	セーブ
save	保存
wins	勝利
theater	劇場
theater	シアター
theater	演劇
roles	役割
chance	チャンス
linecolor	linecolor
candidates	候補者
object	オブジェクト
felt	フェルト
powers	パワーズ
birds	鳥類
spread	拡散
spread	スプレッド
defeat	敗北
cape	ケープ
regions	リージョン
regions	地域
mine	鉱山
sides	両側
guidelines	指針
guidelines	ガイドライン
simon	シモン
simon	サイモン
depth	深度
depth	奥行き
lyrics	歌詞
lyrics	作詞
christmas	クリスマス
declined	辞退
declined	不参加
greece	ギリシャ
express	エクスプレス
express	急行
federation	連邦
journalist	ジャーナリスト
